date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-07-23 15:44:18,DondePlowman,doldee020,0,0,1,"We are planning a variety of outdoor spaces where students can land, be socially distanced together, plug in and take a zoom class. Enhanced wi-fi, tents, outdoor furniture, hammocks - in the works.",,,,1286326278300348416,https://twitter.com/DondePlowman/status/1286326278300348416
2020-07-22 18:59:21,DondePlowman,UTK_TCE,0,0,10,"Congratulations. #leadershipmatters",,,#leadershipmatters,1286012976462540802,https://twitter.com/DondePlowman/status/1286012976462540802
2020-07-22 16:08:06,DondePlowman,SportandPeaceUT,0,0,9,"I am grateful for the @SportandPeaceUT dedication to helping create meaningful programs for our Vols! Thank you for including me as we approach the 30th anniversary of the American with Disabilities Act!",,@SportandPeaceUT,,1285969882203521024,https://twitter.com/DondePlowman/status/1285969882203521024
2020-07-21 23:41:43,DondePlowman,,0,1,71,"Today we had Cabinet meeting in the new normal with masks, spread out in a room in the Union, some zooming in. We said “thank you” to Interim VC Matthew Mench. This was his last meeting. We will miss him, his sense of humor, commitment, & positive spirit. He’a done a great job.",,,,1285721649094983680,https://twitter.com/DondePlowman/status/1285721649094983680
2020-07-21 11:00:53,DondePlowman,,1,1,26,"Strength does not come from physical capacity. It comes from an indomitable will. - Mahatma Gandhi",,,,1285530179499065350,https://twitter.com/DondePlowman/status/1285530179499065350
2020-07-20 21:12:19,DondePlowman,RikBarrera,0,0,10,"Ah wish I could be with you to celebrate Keaton’s life. So glad you all are there.",,,,1285321662305640454,https://twitter.com/DondePlowman/status/1285321662305640454
2020-07-18 13:46:23,DondePlowman,,2,48,405,"“I believe race is too heavy a burden to carry into the 21st century. It's time to lay it down. We all came here in different ships, but now we're all in the same boat"" - John Lewis.",,,,1284484667232714753,https://twitter.com/DondePlowman/status/1284484667232714753
2020-07-18 12:29:07,DondePlowman,UTKDeanLoriM,0,1,29,"We had a meaningful time sharing our commitment to dismantling racism & how we are making our community a place where all feel welcome. This is weighing heavy on my heart today as we mourn the loss of John Lewis, a civil rights icon. May his legacy continue to inspire others.",,,,1284465218714767362,https://twitter.com/DondePlowman/status/1284465218714767362
2020-07-17 19:40:28,DondePlowman,UTPublicSafety,1,0,22,"We are fortunate to have Chief Troy Lane as part of the campus leadership team. Appreciate his innovations and #willingnesstoact.",,,#willingnesstoact,1284211384419573760,https://twitter.com/DondePlowman/status/1284211384419573760
2020-07-17 16:05:06,DondePlowman,Vol_Hoops,0,7,260,"So lucky to have Coach Barnes here at UT. He is an important part of our campus leadership team, a difference maker in the community - all because he is a great human being who always thinks of others first. Happy birthday Coach Barnes!",,,,1284157188668301317,https://twitter.com/DondePlowman/status/1284157188668301317
2020-07-17 00:18:25,DondePlowman,KC4UTM,1,0,10,"Totally agree with that.",,,,1283918948279427078,https://twitter.com/DondePlowman/status/1283918948279427078
2020-07-16 18:54:03,DondePlowman,,6,7,266,"As we return to campus, I am thrilled to be able to have meetings in person with my team in a safe & healthy way. I enjoyed seeing Phillip today & he surprised me with a helmet to have in my office. I am so grateful for Phillip’s continued dedication to UTK.He is a Vol for life.",,,,1283837314712637441,https://twitter.com/DondePlowman/status/1283837314712637441
2020-07-16 18:30:15,DondePlowman,UTKnoxville,0,0,17,"From our students.....",,,,1283831325485608961,https://twitter.com/DondePlowman/status/1283831325485608961
2020-07-16 11:12:54,DondePlowman,,1,1,65,"Great quote to start this day: “Be of good cheer. Do not think of today’s failures, but of the success that may come tomorrow. You have set yourself a difficult task, but you will succeed if you persevere, and you will find a joy in overcoming obstacles.”– Helen Keller",,,,1283721263089889281,https://twitter.com/DondePlowman/status/1283721263089889281
2020-07-14 21:11:23,DondePlowman,cee_utk,0,0,13,"So grateful for Dr. Hazen’s leadership with this initiative that will help keep our campus safer this fall.",,,,1283147100897894400,https://twitter.com/DondePlowman/status/1283147100897894400
2020-07-14 21:00:25,DondePlowman,AP,3,19,202,"This is really great news for higher education and most importantly for our international students who add so much to our campus communiity.",,,,1283144341586874374,https://twitter.com/DondePlowman/status/1283144341586874374
2020-07-14 16:39:36,DondePlowman,karalawson20,0,1,39,"Kara, this is such a statement about you. Duke is very lucky to have you.",,,,1283078704034467842,https://twitter.com/DondePlowman/status/1283078704034467842
2020-07-12 20:44:03,DondePlowman,jaywilk,0,0,4,"You are still doing it Jay - posting the best articles and ideas. Thanks.",,,,1282415447334440960,https://twitter.com/DondePlowman/status/1282415447334440960
2020-07-12 12:51:19,DondePlowman,,1,1,29,"From Richard Rohr this morning: “We learn, we experiment, we do, we stumble, we fall, we break, & we find...If we do not enter the learning process deeply, w/curiosity & openness, we will use our words & actions to defend ourselves.” Important words for these times.",,,,1282296481727369217,https://twitter.com/DondePlowman/status/1282296481727369217
2020-07-12 01:26:32,DondePlowman,DukeWBB,0,0,81,"Congratulations Coach Lawson! Looking forward to watching the next chapter of your career.",,,,1282124150606376960,https://twitter.com/DondePlowman/status/1282124150606376960
2020-07-09 12:21:18,DondePlowman,lhendryziegler,0,0,1,"Hi Lauren, my next Office Hour will be in August. Please check the UTK Event Calendar for all my Office Hours that are confirmed: https://calendar.utk.edu.",,,,1281201761399816192,https://twitter.com/DondePlowman/status/1281201761399816192
2020-07-08 23:22:29,DondePlowman,BugattiAmeerica,0,0,1,"I am grateful for our Center for Global Engagement who are working hard to assist our international students during this difficult time. Please see our statement below. @UTKGlobal https://twitter.com/utknoxville/status/1280978377453834244?s=21",,@UTKGlobal,,1281005767508873222,https://twitter.com/DondePlowman/status/1281005767508873222
2020-07-08 23:20:46,DondePlowman,ResearchUTK,0,1,22,"Congratulations Kimberly! Your hard work and dedication have prepared you for this leadership opportunity. Grateful to call you a member of the Volunteer community.",,,,1281005335151611911,https://twitter.com/DondePlowman/status/1281005335151611911
2020-07-08 21:42:52,DondePlowman,UTKnoxville,1,4,64,"Grateful to the Center for Global Engagement for helping our international students navigate this difficult time. Our international students contribute so much to our campus community. Everyone matters. Everyone belongs.",,,,1280980698661376001,https://twitter.com/DondePlowman/status/1280980698661376001
2020-07-07 11:54:02,DondePlowman,RikBarrera,0,0,12,"Great advice Rik. Let’s do it!",,,,1280470126064779266,https://twitter.com/DondePlowman/status/1280470126064779266
2020-07-06 21:05:05,DondePlowman,,2,0,78,"Ending this day on a happy note. Dr. Allison Boxer from University of Southern California just successfully defended her dissertation. I was fortunate to serve on her doctoral committee - not something I get to do much anymore. I look forward to the things she will accomplish.",,,,1280246413297881091,https://twitter.com/DondePlowman/status/1280246413297881091
2020-07-06 15:04:12,DondePlowman,,1,0,72,"This morning’s cabinet meeting looked quite different than a few months ago - in person wearing masks and socially distanced while we had others joining us by Zoom. Grateful for a dedicated team who are working hard for our students, faculty, and staff. #AllInThisTogether",,,#AllInThisTogether,1280155593118896128,https://twitter.com/DondePlowman/status/1280155593118896128
2020-07-05 22:25:40,DondePlowman,volrandy71,0,0,14,"Ah, thanks for sharing. Look forward to meeting her someday.",,,,1279904306469232641,https://twitter.com/DondePlowman/status/1279904306469232641
2020-07-04 14:45:14,DondePlowman,UTKnoxville,1,4,60,"Hey Vols, have a great day! I hope you stay safe and healthy!",,,,1279426046228602885,https://twitter.com/DondePlowman/status/1279426046228602885
2020-07-03 14:14:23,DondePlowman,,1,13,84,"“I would like to be known as a person who is concerned about freedom and equality and justice and prosperity for all people.” (Rosa Parks)",,,,1279055893552922625,https://twitter.com/DondePlowman/status/1279055893552922625
2020-07-01 11:10:46,DondePlowman,knoxnews,1,3,17,"Thank you at @monica_kast and @knoxnews for the opportunity to reflect on this first year.",,@monica_kast @knoxnews,,1278284910185402370,https://twitter.com/DondePlowman/status/1278284910185402370
2020-06-30 19:49:16,DondePlowman,UT_President,1,5,91,"There is no place I’d rather be than Rocky Top as we face these challenging times. I am grateful for our Volunteer community and it is encouraging to have seen all the ways we have come together over the past year. This place is home sweet home. Thanks for a memorable first year.",,,,1278053008320929794,https://twitter.com/DondePlowman/status/1278053008320929794
2020-06-30 11:52:59,DondePlowman,mdwilson_law,2,0,39,"Melanie, we will miss your positive energy. Thanks for your leadership.",,,,1277933145489367046,https://twitter.com/DondePlowman/status/1277933145489367046
2020-06-28 11:57:33,DondePlowman,ProfLMiller,1,0,1,"Now, that will be hard to do.",,,,1277209517873410048,https://twitter.com/DondePlowman/status/1277209517873410048
2020-06-28 11:55:36,DondePlowman,,2,25,165,"Attitude lies somewhere between emotion and logic. It’s that curious mix of optimism and determination that enables you to maintain a positive attitude in the face of the most adverse circumstances. (Pat Summitt)",,,,1277209029241122816,https://twitter.com/DondePlowman/status/1277209029241122816
2020-06-27 14:58:13,DondePlowman,Dashawn_JB,1,1,16,"Yes!!",,,,1276892598435753986,https://twitter.com/DondePlowman/status/1276892598435753986
2020-06-27 13:04:41,DondePlowman,JasonMcNeal,0,0,2,"That is easier to remember! Thanks.",,,,1276864027793162240,https://twitter.com/DondePlowman/status/1276864027793162240
2020-06-27 11:22:01,DondePlowman,,6,51,331,"“Do all the good you can, by all the means you can, in all the ways you can, in all the places you can, at all the times you can, to all the people you can, as long as you ever can” (John Wesley, founder of the Methodist church). What if we all took John Wesley’s words to heart?",,,,1276838188120772609,https://twitter.com/DondePlowman/status/1276838188120772609
2020-06-26 14:35:03,DondePlowman,,0,0,11,"Happy to announce Karen Armsey from our Vet Med college as the president’s “Connect” award winner along with Vice Chancellor Tim Cross at today’s Board of Trustees meeting.",,,,1276524380852498434,https://twitter.com/DondePlowman/status/1276524380852498434
2020-06-26 11:34:51,DondePlowman,,2,9,109,"“Without courage we cannot practice any other virtue with consistency. We can’t be kind, true, merciful, generous, or honest.” (Maya Angelou) Great thought for beginning today.",,,,1276479031358238722,https://twitter.com/DondePlowman/status/1276479031358238722
2020-06-23 17:20:48,DondePlowman,utaasrq,0,1,26,"Loved being with 50+ alums today in the Florida area for a Zoom Town hall. Great time to be a Vol. And a big thanks to Coach Karen Weekly for being on the call and talking about our terrific softball team she coaches.",,,,1275478929592193024,https://twitter.com/DondePlowman/status/1275478929592193024
2020-06-22 23:47:21,DondePlowman,iholt3,3,0,38,"Isaac. Congratulations. Proud of you.",,,,1275213817446895616,https://twitter.com/DondePlowman/status/1275213817446895616
2020-06-19 15:02:23,DondePlowman,UTKnoxville,0,5,42,"I am spending today learning and reflecting on how we can become a truly inclusive community. I encourage you to do the same.",,,,1273994544942657536,https://twitter.com/DondePlowman/status/1273994544942657536
2020-06-19 14:23:24,DondePlowman,,1,0,21,"We will be discussing what we are learning and continue our conversations about the next steps we need to take to eliminate racism. (2/2)",,,,1273984734750793728,https://twitter.com/DondePlowman/status/1273984734750793728
2020-06-19 14:23:01,DondePlowman,,4,8,83,"I’m spending June 19 thinking seriously about how far we have yet to go for equality. I’m doing that today, in part by finishing this book, which I have asked campus leadership to read. (1/2)",,,,1273984638407651328,https://twitter.com/DondePlowman/status/1273984638407651328
